name,"Country of Origin","Unit of Quantity",Product description,product_code
"One-Day Tubing Set, Irrigation, FC",CH,PAK,"One-Day Tubing Set, Irrigation, FC, sterile, package of 10, for use with KARL STORZ ENDOMAT� SELECT UP 210 and HAMOU� ENDOMAT� 26331120 in combination with patient tube 031162-10",031564-10
"Insuffl. tub. set w. gasfilter, 30 l/min",GB,PAK,"Single-use insufflation tubing set bifurcated with gas filter, hydrophobic on both sides. With 4 m insufflation tube, two patient-side tube connections with rotable male LUER-Lock. For use with insufflation devices that have a maximum gas flow of 30 l/min. Sterile, 10 per pack.",031622-10
Tubing Set HYS/URO E.A.S.I. (irrigation),GB,PAK,"Tubing Set IRRIGATION, with two puncture needles, sterile, for single use, 10 per pack, for use with KARL STORZ HYSTEROMAT E.A.S.I.� SCB and UROMAT E.A.S.I.� SCB",031717-10
"Pump tubing HYS E.A.S.I., URO E.A.S.I.",GB,PAK,"Pump tubing day set, with two puncture needles, sterile, 10 per pack, for use with KARL STORZ HYSTEROMAT E.A.S.I.� and UROMAT E.A.S.I, in combination with patient tube 031162-10 and 031262-10",031767-10
"Adaptor, with tubing, insufflation",GB,pc,"Adaptor, with 15 cm tube, unsterile, for use with Filters 031122-01 and 031222-01 in combination with insufflation units without ISO connectors",031822-01
Gas filter,DE,PAK,"Gas filter with LUER-Lock male and LUER-Lock female, sterile, single use, package of 50, for use with the AUTOCON� III ARGON device.",031830-50
"Adaptor, Insufflation",GB,pc,"Adaptor, size 15M/22M, unsterile, package of 10, for use with Filters 031122-01 and 031222-01 for KARL STORZ THERMOFLATOR� when using the OPTITHERM� heating element",031922-10
"Camera Cover, folded inside out",MT,PAK,"Camera Cover, folded inside out, 13 x 242 cm, sterile, for single use, package of 40, for use with all currently available endoscopic camera heads",040112-40
"Camera Cover, Paper Insertion Aid",MT,pc,"Camera Cover, telescope folding, with paper insertion aid, 13 x 242 cm, sterile, for single use, package of 50, for use with all currently available endoscopic camera heads",040113-50
"Camera Cover, rolled",MT,pc,"Camera Cover, rolled with plastic insertion aid, 17 x 242 cm, sterile, for single use, package of 15, for use with all currently available endoscopic camera heads",040114-15
"Camera Cover, cardboard insertion aid",MT,pc,"Camera Cover, telescope folding, with cardboard insertion aid, 13 x 242 cm, sterile, for single use, package of 40, for use with all currently available endoscopic camera heads",040115-40
"Extraction Bag, opening diameter 11 cm",MT,PAK,"Extraction Bag, opening diameter 11 cm, volume 1500 ml, for single use, sterile, package of 5, for use with trocars size 10 mm",040141-05
"Extraction Bag, opening diameter 10 cm",MT,pc,"Extraction Bag, opening diameter 10 cm, volume 800 ml, for single use, sterile, package of 5, for use with trocars size 10 mm",040142-05
"Extraction Bag, opening diameter 6 cm",MT,pc,"Extraction Bag, opening diameter 6 cm, volume 200 ml, for single use, sterile, package of 5, for use with trocars size 10 mm",040143-05
Cover,MT,pc,"Cover, 13 x 242 cm, for single use, sterile, package of 25, for covering PC mice, remote controls and KARL STORZ ENDOCRANE� holding arm",040146-25
Extraction Bag ENDOBAG,MT,pc,"ENDOBAG Extraction Bag, work volume 260 ml, filling volume 62 ml, working section opening: diameter 10 cm, length of container section: 35 cm, for single use, sterile, package of 5, for use with trocars size 10 mm",040164-05
Extraction Bag ENDOBAG,MT,pc,"ENDOBAG Extraction Bag, work volume 200 ml, filling volume 53 ml, working section opening: diameter 7 cm, length of container section: 20 cm, for single use, sterile, package of 5, for use with trocars size 10 mm",040165-05
"Camera Cover, with elastic tip",MT,pc,"Camera Cover, with elastic telescope opening, telescope folding with paper insertion aid, 13 x 242 cm, sterile, for single use, package of 40, for use with all currently available endoscopic camera heads",040169-40
"Camera Cover, with elastic tip",MT,pc,"Camera Cover, with elastic telescope opening, telescope folding with paper insertion aid, 18 x 242 cm, sterile, for single use, package of 25, for use with all currently available endoscopic camera heads and with DCI� Video Mediastinoscopes 10970 MV, 10971 MV and 10971 MVS",040170-25
Extraction Bag MiniTwin TRAPBAG,MT,PAK,"MiniTwin TRAPBAG, 2 mini extraction bags, opening diameter 3 cm, volume 20 ml, sterile, for single use, package of 5, for use with trocars size 10 mm",040302-05
Extraction Bag TRAPBAG,MT,PAK,"TRAPBAG Extraction Bag, opening diameter 6 cm, volume 200 ml, for single use, sterile, package of 5, for use with trocars size 10 mm",040343-05
"Cover, with elastic tip",MT,PAK,"Cover, with elastic tip, 42 x 177 cm, sterile, for single use, package of 20, for use with KARL STORZ holding systems and IMAGE1 PILOT",041150-20
"Cover, holding systems",,PAK,"Cover, with elastic tip, 42 x 105 cm, sterile, for single use, package of 30, for use with KARL STORZ ARTIP BASE and holding systems",041151-30
"Cover for Touch Screen 15"", short",MT,pc,"Cover, for single use, sterile, package of 20, ""for use with KARL STORZ 15"""" touch screen""",041165-20
Camera Cover,MT,PAK,"Camera Cover, width at camera head 6 cm, length 309 cm, sterile, for single use, package of 40, for use with DCI� camera heads for KARL STORZ Distending Video Mediastinoscopes 10972 SP and 10972 SPS as well as DCI� Video Mediastinoscopes 10971 MV and 10971 MVS",041171-40
"Cover for Touch Screens 18"" + 19"", short",MT,PAK,"Cover, for single use, sterile, package of 20, ""for use with KARL STORZ 18'' and 19"""""" touch screens",041265-20
"Cover for Touch Screen 21.5"", short",MT,PAK,"Cover, for single use, sterile, package of 20, for use with KARL STORZ 21.5"" touch screen",041365-20
"Cover for Touch Screen 24"", short",MT,PAK,"Cover, for single use, sterile, package of 20, for use with KARL STORZ 24"" touch screen",041465-20
C-MAC S Video Laryngoscope MAC #3,CH,PAK,"C-MAC� S Video Laryngoscope MAC #3, with MACINTOSH laryngoscope blade, size 3, for single use, package of 10, for use with KARL STORZ C-MAC� S Imager 8402 XS, 8403 XS or 8403 XSI",051113-10
C-MAC S Video Laryngoscope MAC #4,DE,PAK,"C-MAC� S Video Laryngoscope MAC #4, with MACINTOSH laryngoscope blade, size 4, for single use, package of 10, for use with KARL STORZ C-MAC� S Imager 8402 XS, 8403 XS or 8403 XSI",051114-10
C-MAC S Video Laryngoscope D-BLADE,CH,PAK,"C-MAC� S Video Laryngoscope D-BLADE, laryngoscope blade for difficult intubation, for single use, package of 10, for use with KARL STORZ C-MAC� S Imager 8402 XS, 8403 XS or 8403 XSI",051116-10
"Mirror glass, 90 mm",,pc,"Mirror glass, diameter 90 mm, for 074091, 076091.",074092
"Back wall, 90 mm",DE,pc,"Back wall, diameter 90 mm, for 074091, 076091.",074094
"Headband only, heavy model",DE,pc,"Headband only, with ball joint, for standard mirror, heavy model",075095
Knurled screw cap,DE,pc,"Knurled screw cap for ball joint, for 074095, 075095",075096
"ZIEGLER Headmirror, 90 mm",DE,pc,"ZIEGLER Headmirror, mirror 90 mm diameter",076091
"Back wall, 90 mm",DE,pc,"Back wall, diameter 90 mm, for 076091",076094
ZIEGLER Headmirror,DE,pc,"ZIEGLER Headmirror, mirror only, replaceable, conisting of: 076091 Headmirror � 90 mm 077095 Headband, heavy model",077090
"ZIEGLER Headband only,heavy model",DE,pc,"ZIEGLER Headband only, heavy model",077095
Spare cushion f.078500/078505,DE,pc,"Spare Cushion replaceable, for headbands 078500 and 078505",078501
Knurled screw cap,DE,pc,"Knurled screw cap, for 078000, 078500, 095500, 095501, 086000, 086001",078502
"Stop Cylinder, f. 078000, 078500",DE,pc,"Stop Cylinder, for 078000, 078500, 095500, 095501, 086000, 086001",078503
"Fish-plate, short, for cable run",DE,pc,"Fish-plate, short, for cable run, for 078500, 078505, 078510, 078515",078506
"Fish-plate, long,f.band adjustm.",DE,pc,"Fish-plate, long, for band adjustment and cable run, for 078000",078507
"Handle, attachable to headband",DE,pc,"Handle, attachable to headband, for swiveling the loupe upwards, sterilizable, for 078505",078508
"Metal eye, for cable run at headb",DE,pc,"Metal eye, for cable run at the headband, for 078500, 078505, 078510, 078515",078509
Spare cushion with push-button-lock,DE,pc,"Spare cushion, with push-button lock, for 078515",078511
"Neoprene Cushion for Headband, 2-part",,pc,"Neoprene Forehead Cushion, for headband, with push-button lock, 2-part, for use with Headband 310075, 078740",078512
"Neoprene Cushion for Headband, 3-part",DE,pc,"Neoprene Forehead Cushion for Headband, with push-button lock, 3-part, for use with Headbands 310070, 310076, 078730, 078760, 078770",078513
Clip f.thin cables f. head band 0787xx,CH,pc,"Clip for fixing of thin cabels, plastic, slotted, O.D. 6 mm, length 2,5 cm on head band 078710-078760",078516
Clip with Band,DE,pc,"Clip with band, for attaching the fibre optic light cable to OR clothing",078681
"Band f. 096505, with cross band",DE,pc,"Headband, white, fully adjustable with cross band cushion with snap closure 078511, with 2 adjustable holding devices for use with Binocular Operating Loupe 096505",078710
"Headband, fully adjustable",DE,pc,"Headband, fully adjustable, with Forehead Cushion 078511, with cross band, including ball- holder for Headlight 094051, 094055, 095501 and 095505",078730
"Headband, for 094301 - 094330",DE,pc,"Headband, extra light, fully adjustable, with Forehead Cushion 078511, without cross band, including clamp mounting for Headlight 094301 ? 094330",078740
Band for 094001 and Video Headlights,DE,pc,"Headband, broad, white, fully adjustable, with Forehead Cushion 078511 and cross band, including mount with 2 knuckle eyes, for use with Headlight 094001 and HEADCAM Video Headlights 20272001 and 20272101",078750
"Headband, for LED headlight",DE,pc,"Headband for LED Headlight, fully adjustable, with Forehead Cushion 078511, with cross band, including holder for Headlight 094103/ 094104 and Holding-strap 094109 for Battery Box 094108 or Rechargeable Battery Box 094124",078760
Headband for LED Headlight KS70,CH,pc,"Headband, fully adjustable and with cross band, including holder for LED Headlights KS70 094203/094204 and for fixation of Control Unit 094207 and Battery Box 094208",078770
Lense tube,DE,pc,"Lense tube, for 084400, 084401",084403
Suspension device,DE,pc,"Suspension device with cross connection, for 084400, 084401",084406
Lense tube,DE,pc,"Lense tube, for 084501-084503",084504
Focusing lever,DE,pc,"Focusing lever, for 084501-084504",084505
Socket with mirror,DE,pc,"Socket with mirror, for 084500-084503",084506
Glass mirror only,DE,pc,"Glass mirror only, for 084501-084503, 084506",084507
Suspension bracked,DE,pc,"Suspension bracked with cross connection, for 084500-084503",084508
"Spare Lamp, 3.7 Volt, 0.3 Amp.",DE,pc,"Spare Lamp, with oval head, 3.7 Volt, 0.3 Amp.",084686
Suction Valve,,PAK,"Suction Valve, sterile, for single use, package of 20, for use with KARL STORZ fiberscopes",091010-20
Suction Valve,,PAK,"Suction Valve, sterile, for single use, package of 20, for use with flexible Intubation Video Endoscopes 11301 BNX, 11302 BDX, 11303 BNX and 11304 BCX and flexible Video Cystoscopes 11272 VH/VHU",091011-20
Suction Valve,,PAK,"Suction Valve, sterile, for single use, package of 20, for use with Video Bronchoscopes 11910 D/P/S/T",091012-20
Morcellator Knife,DE,PAK,"Morcellator Knife, diameter 11 mm, working length 9.5 cm, color code: red, for single use, sterile, package of 5, for use with KARL STORZ ROTOCUT G1/G2",091112-05
Morcellator Knife,DE,PAK,"Morcellator Knife, diameter 15 mm, working length 9.5 cm, color code: black, for single use, sterile, package of 5, for use with KARL STORZ ROTOCUT G1/G2",091115-05
Morcellator Knife,DE,PAK,"Morcellator Knife, diameter 11 mm, working length 12.5 cm, color code: red, for single use, sterile, package of 5, for use with KARL STORZ ROTOCUT G1/G2",091122-05
Morcellator Knife,DE,PAK,"Morcellator Knife, diameter 15 mm, working length 12.5 cm, color code: black, for single use, sterile, package of 5, for use with KARL STORZ ROTOCUT G1/G2",091125-05
"Urethrotome Cold Knife, straight",DE,PAK,"SACHSE Urethrotome Cold Knife, straight, 2 guide rods, for single use, sterile, package of 10, for use with KARL STORZ Working Element 27040 E and 0� Telescope 27005 AA (not permitted for use with HF current)",091210-10
"Urethrotome Cold Knife, round",DE,PAK,"Urethrotome Cold Knife, round, 2 guide rods, for single use, sterile, package of 10, for use with KARL STORZ Working Element 27040 E and 0� Telescope 27005 AA (not permitted for use with HF current)",091211-10
"Urethrotome Cold Knife, straight",DE,PAK,"SACHSE Urethrotome Cold Knife, straight, 1 guide rod, for single use, sterile, package of 10, for use with KARL STORZ Working Element 27050 E and 0� Telescope 27005 AA (not permitted for use with HF current)",091220-10
"Urethrotome Cold Knife, round",DE,PAK,"Urethrotome Cold Knife, round, 1 guide rod, for single use, sterile, package of 10, for use with KARL STORZ Working Element 27050 E and 0� Telescope 27005 AA (not permitted for use with HF current)",091221-10
CMOS Video Rhino-Laryngoscope SSU,,PAK,"CMOS Video Rhino-Laryngoscope SSU, direction of view: 0�, angle of view: 90�, working length: 30 cm, outer diameter: 3.5 mm, deflection up/down: 140�/140�, sterile, for single use, package of 6, for use with E-Box TP012 and TELE PACK +",091330-06
CMOS Video Esophagoscope SSU,,PAK,"CMOS Video Esophagoscope SSU, direction of view: 0�, angle of view: 90�, working length: 75 cm, outer diameter: 3.5 mm, deflection up/down: 210�/140�, sterile, for single use, package of 6, for use with E-Box TP012 and TELE PACK +",091370-06
Headlight with Handle 094005,DE,pc,"Headlight, with Handle 094005, without cable, without headband, without support",094003
"Handle, sterilizable, for 094001",DE,pc,"Handle, sterilizable, for 094001",094005
Adjusting device,DE,pc,"Adjusting device, including 4 fixation screws.",094006
"Headlight, with ball joint",DE,pc,"Headlight, with ball joint and vertical height adjustment, front section movable in all directions, with removable and sterilizable handle, consisting of: 094053 Headlight, with U-shaped suspension 078730 Headband, fully adjustable, with Forehead Cushion 078511, with cross band, including ball joint holder for Headlights 094051 and 094055 ""as well as Headlights """"CLAR 73"""" 095501"" and 095505 495 NAS Fiber Optic Light Cable 078681 Clip with Band, for attaching the fiber optic light cable to OR clothing 078513 Neoprene Cushion for Headband, 3-part",094051
"Headlight, U-shaped suspension",DE,pc,"Headlight, with U-shaped Suspension 084508, with ball joint and vertical height adjustment, front section movable in all directions, with removable and sterilizable handle",094053
Extension cable for LED-Headlights,DE,pc,"Extension cable for LED-Headlights 094100 094130, for carrying the battery box in OR clothing",094105
Cover for battery box,CH,pc,Cover for battery box 094108,094108B
Holding band for Battery box,DE,pc,"Holding band for Battery Box 094108 or Rechargeable Battery Box 094124, with snap closure",094109
Li-Ion rechargeable battery cell,CN,pc,"Li-Ion rechargeable battery cell, with key",094125A
Mains Cord for Battery Charger,CN,pc,"Mains Cord, for battery charger length 150 cm",094127
"Battery Charger Li-Ion, for 094124",EE,pc,"Battery Charger Li-Ion, for charging the rechargeable battery box 094124 or LED-Battery Light Source 11301 DE/DF, for use with mains cord 094127 (only EU connection), power supply 100-240 VAC, 50/60 Hz",094129
"LED Headlight KS70, white light",CH,pc,"LED Headlight KS70, with LED technology and fluid lens for focusing, with white light, including connecting cable for Control Unit 094207, including connecting cable for control unit 094207, for use with Headband 078770",094203
"LED Headlight KS70, yellowish light",CH,pc,"LED Headlight KS70, with LED technology and fluid lens for focusing, with yellowish light, including connecting cable for Control Unit 094207, including connecting cable for control unit 094207, for use with Headband 078770",094204
Control Unit for LED Headlight KS70,CH,pc,"Control Unit, for LED Headlight KS70 094203/094204 and Battery Pack 094224 for use with: Headlight 094203/094204 and Li-Ion rechargeable battery pack 094224,",094207
